sentiment,text_clean
4,house anniversary still strong hehe
4,follow grand
4,link sent happy
4,smile
4,tiring
0,summer short wet
4,helping dad computer
0,year old recently broke arm
4,nice must
4,getting enough sun healthy plenty pool grand kids morning
0,leaving tomorrow soon
0,hey boy need catch work tweet work
4,last night
4,big sunday hear went tweet
4,win win
0,way hate
4,great thank
4,luck let
4,big bang amazing watching season past days
0,something taken deep inside
0,meant room mate free miss single person
0,way loud
0,forgot annoying boo
0,kept bloody waking last night need help sleep roll wednesday
0,read something
4,hell thought gone forever
4,woke
0,play soccer basketball maybe bike broken men
4,wait wave
0,last breakfast club best together breakfast every friday last
0,morning everyone work wishing still bed
4,real knight love knight
0,beautiful outside
4,wonderful record super well come
4,thanks best getting pretty chance check let
4,
0,bed soon want
0,let none
4,really interesting thanks hope well
4,garden hardly ever miss would lovely right river
4,chocolate love
0,around nobody
4,
0,horrible
4,lucky
0,course comes car pouring thanks new york
4,telling case
4,hanging around boy sleepy
0,work still sister show sat
0,twitter account clue either
4,basic travel headed towards price thanks
4,done baking
4,work coming home ready
0,heart broke read
0,fed
4,yes please save trip awful library thanks
0,people make evil towards hate
0,yeah never drunk log twitter ever
4,happy birthday neighbor honestly look
0,missing much
0,smell box
4,sat outside
0,weather gone really rain rain rain
4,yes agree
0,great campus closed tonight
0,sad cause really fun
4,awesome dinner awesome people bed road
0,really dont feel guess call doctor still name
0,anyone went public island gone
4,ice cream would thought lovely mother would cold rock made
4,think
0,fabulous dinner great friend tomorrow
0,feel move early morning
4,mine bear
4,hah yet hopefully driving crazy
0,three store three apple coming soon july guess getting
0,excited play
0,way meet lovely friend always drunk sit bus though breath
4,realize short episode great anyway thanks see next week
4,glad
0,giving away spa gift put
0,work bed work
4,hello nice
0,family decide family see hate
4,wait weekend
0,feel cry possibly spent apart since together miss much
0,exact car recently absolutely terrible car
4,put
0,picture would less
4,made background twitter
4,pride working come find
0,see tonight though rather watch feeling instead
0,say
4,thanks
0,alone evening babe working nights week
0,well grey always thought green till
4,yeah bus network come say hello next
4,definitely made dinner dancing around kitchen random music cannot wait live alone happen lot
0,happy break wish could break
0,hate mother people suck mean
4,twitter
0,street black man heart man
4,agree well maybe days
4,welcome yes extremely hard well
0,sure post jealous
0,way airport still plane catch
0,bad mood
4,interesting lot since twitter
0,take hot air
4,love well supernatural two half men still love
0,ugh coffee please work brain
4,hung city tonight people really much great
0,wedding process dont
0,wish could two finally come exam seriously
4,love
0,dude exactly cat home miss cute kitty though
0,want outside
0,poor fell worst sister ever make cool
4,love thanks dinner
4,night luck
0,love happy rather stay event helping office
4,glad home fair week away watch boy later
4,maybe next winner
0,confused
0,yes recommend cos interesting fun whatever cos add
0,geez miss anyone birthday month sure lot still cake
4,music cause music important boring life always always listen music
0,wide
0,yeah without
0,orange someone
0,must thing
0,days ill
4,say always event goes away
0,keeping busy morning hate
0,productive sometimes writing sometimes blood lots family kids
4,hanging fun
4,tired fun seeing amazing week
4,new background strong woman
0,feel well rest hilarious though
4,wow
4,first episode excited
4,thought
4,make coming winter
0,life
4,let last site way
0,weight seem matter
4,easy
4,welcome year close heart
0,properly cant
4,thanks home great
0,really really getting morning better tomorrow exam god help
4,crazy
4,super cool cant wait hear see video
0,week bother speak see
0,main thing crossed next
0,want
0,testing think dig also need stop falling asleep random times night
0,much pain damn fell foot ask cold much
0,lady put way much feel sick
0,dont fine well
0,hate pack plus school nothing
0,wrong
4,true seen
0,think wrong train nearly sure said heading till
4,doubt
4,book shipping world
0,yet need bath first love face
4,finally turning night busy tomorrow comes home
4,rare find woman
4,anybody else kitten
4,thinking along pay attention getting dressed works
4,pic right front cute shirt
0,god another party across street anywhere anyway
4,slept til
4,lovely sunday food network daddy happy still
0,ugh serious want
0,wishing could sleep
4,work pouring rain rain overall keeping dry
4,
4,thanks valley sweet people
0,need office messy
4,thanks always count
4,eating cheesecake
4,work
0,god met weird miss baby cook baby
0,funny ass still ugh
0,many times want open customer service company customer service suck much sky
4,awesome movie way better code
0,broke half way watching ending
0,funny papa laugh yes awesome
4,morning long hot shower
0,father dinner food weird
0,fam
4,sister monster use sister monster
0,finished watching last ever episode west feel little upset part life last
0,keep finding free wife stay house
0,math hate want baby
4,driving school boring ill
0,attack worst family guy least watch fall asleep
4,listening
4,shot waiting
0,better something
0,feel horrible even sunday
4,funny wondering daughter piss getting
4,sit new cool anyone buy pick color
0,right rubbish night sleep brain apparently headache need hug
0,big
4,baby yes tear
0,given week learn last lesson sun
0,believe jay leno hosting tonight show
0,cheese
4,thank
0,house weekend
0,mean
4,quick
0,air july ass really feel holiday
0,think mac cheese nose
0,doll far away right wish
0,making hungry none
0,wine work next
0,wish could model really fun
0,imagine well soon busy
4,
4,
4,getting ready call night
0,sad thing even course speak
0,tonight last night bed miss real bad
0,breakfast full though need wash hair
4,bit
4,
4,later
4,event figure spending money much
0,make new
4,meant outside
4,sweet thank much sure new computer running
0,well went according fat enough
0,yes stomach caught cry
0,fun listen hell voice
0,missing air plane hope still alive
4,sweet
0,end new personal unfortunately take much
4,
4,part comic check preview
4,thank beautiful save heart went doubt
0,visiting shopping mommy home tomorrow morning already sad miss
4,ill
4,babe
4,thanks massive attack blip
4,essay great point bad credit
4,done sat
0,twice find see care
4,see
0,hello kitty
0,kate saw see
4,
4,thank much saved lot work
4,
0,hung miss already
0,nice weather outside british grand looking forward usually though
4,thank touch
0,home tomorrow
0,rose song love
4,wearing dry
0,cant maybe baby company bit
0,finally last name
0,looking late
0,
4,demi hope deserve
0,agree load crap
0,
4,making impossible
4,course
0,said forget aint fix always sad
4,cool much area probably mon
0,probably tonight long story short want pay double rent new place
0,gone miss
0,
4,looking new
0,damn
0,tiny beat
0,jack
0,blah fun sure
0,guess slept still made train tired
4,hand talk soon
4,miss watching love final though
0,boring
0,saturday dogs
4,deep
4,exhausted working two hour days blue hope everyone great
4,tired bed
0,damn mean brother fake watch face end
4,hey demi big fan airport gosh believe
0,watched really
0,last night
4,work done play looking forward night favorite girl
0,hey chat doesnt work love live
0,dude pete song senior broke son father
0,side car broke super
4,take second
4,move
4,yeah yeah nobody world john
0,would love
4,think forgot link love see
4,right john someone help
4,look next new moon favorite though
0,dentist ten
0,yeah apartment
0,times sorry say stupid
4,listening addicted guy
0,alex geography cause lesson
4,done bit coffee making thing
0,much plan
0,still touch homework
0,every see trailer feel becoming
0,sad jon kate
0,wish eat
0,want harry hello
0,come night full schedule tomorrow still
4,realize lucky ball jonas would kill
4,top stuck head ring normal office
4,thanks
0,done sorry max could drop
4,right sis
0,sad
0,bloody hell sorry hear rain well
0,mother leaving weekend went fast
0,wish home
4,thanks awesome right
0,
0,small small little cute
4,life last week space story needs
0,bed
0,dont remember yahoo
4,lovely miss boy ready graduation
0,damn rip age
4,hello twitter world thanks hungry
0,sad see
4,someone giving big hug
4,please show tom
4,watching game wouldnt saying hehe boo
4,movie family though eating
4,perhaps broke
4,always late
4,best many cool days ahead soon
0,everything really
0,pretty much booked job free around
0,trust thanks headache
4,world
0,working work days
0,last last class wait
0,god tired
4,still young dude use bus
4,long sleep excited weekend though
0,tried calling tell wont phone
0,terrible headache tonight
0,acting thats
4,
4,hair glad house hehe love much
0,laugh
0,
0,beautiful way work tho
4,bring crazy
0,sat
0,hate weather depressed
4,seriously yea mind sam sweet
0,weekend week definitely horrible
4,
4,nope ate
4,added
4,president address
0,want play
4,weather nice
4,coffee coffee always
4,found new pop band
0,feeling cold need serious something keep
0,paper church
0,basically art studio last month
4,blue
0,leave club bye bye
4,candy land green orange mean red
4,loving sleeping
0,listening sleep either
0,really woke always put son first parade
4,actually wear whenever around easier way
